I Vapp Center(x) Center(y)
-3.134852746784242e-15 -0.1 67.41164980709004 -29.484950123212286
-3.0411867927766005e-15 -0.1 10.213886334407581 5.896990024642457
-2.9687274471335994e-15 -0.1 12.256663601289098 4.717592019713965
-2.904869229115246e-15 -0.1 14.299440868170613 3.538194014785474
-2.8382337480783483e-15 -0.1 16.34221813505213 2.3587960098569822
-2.8382337480783483e-15 -0.1 18.384995401933644 1.1793980049284911
-2.8382337480783483e-15 -0.1 20.427772668815162 0.0
-2.5795771437023957e-15 -0.1 22.470549935696678 -1.1793980049284922
-2.480017555153006e-15 -0.1 24.513327202578196 -2.358796009856983
-2.480017555153006e-15 -0.1 26.556104469459708 -3.5381940147854745
-2.480017555153006e-15 -0.1 28.598881736341227 -4.717592019713965
-2.298343084016123e-15 -0.1 30.641659003222742 -5.896990024642457
-2.260701514431382e-15 -0.1 32.68443627010426 -7.076388029570948
-2.2372084550167876e-15 -0.1 34.72721353698578 -8.25578603449944
-2.2413046327928432e-15 -0.1 36.769990803867294 -9.435184039427932
-2.263995412499711e-15 -0.1 38.8127680707488 -10.614582044356425
-2.263995412499711e-15 -0.1 40.855545337630325 -11.793980049284915
-2.3509303329589183e-15 -0.1 42.89832260451184 -12.973378054213406
-2.385296750098608e-15 -0.1 44.94109987139335 -14.152776059141898
-2.385296750098608e-15 -0.1 46.98387713827487 -15.332174064070388
-2.385296750098608e-15 -0.1 49.026654405156386 -16.51157206899888
-2.6425372241358576e-15 -0.1 51.0694316720379 -17.69097007392737
-2.728238289974968e-15 -0.1 53.112208938919416 -18.87036807885586
-2.8319738450192445e-15 -0.1 55.15498620580093 -20.049766083784352
-2.905506954180191e-15 -0.1 57.19776347268246 -21.22916408871285
-2.905506954180191e-15 -0.1 59.24054073956397 -22.40856209364134
-3.021220866673905e-15 -0.1 61.283318006445484 -23.58796009856983
-3.0621286937634197e-15 -0.1 63.326095273327006 -24.76735810349832
-3.0661699957872066e-15 -0.1 65.36887254020851 -25.94675610842681
-3.0838891314262403e-15 -0.1 67.41164980709003 -27.126154113355305
-3.0838891314262403e-15 -0.1 69.45442707397156 -28.305552118283796
-3.0838891314262403e-15 -0.1 12.256663601289098 7.076388029570949
-2.8834822423420934e-15 -0.1 14.299440868170615 5.896990024642458
-2.8834822423420934e-15 -0.1 16.34221813505213 4.717592019713966
-2.739004931655682e-15 -0.1 18.384995401933647 3.5381940147854745
-2.661238036240301e-15 -0.1 20.427772668815162 2.358796009856983
-2.5768116156932126e-15 -0.1 22.470549935696678 1.1793980049284922
-2.497306599650649e-15 -0.1 24.513327202578196 0.0
-2.4211591269688523e-15 -0.1 26.556104469459708 -1.1793980049284911
-2.354257125534889e-15 -0.1 28.59888173634123 -2.3587960098569822
-2.28648838271768e-15 -0.1 30.641659003222742 -3.5381940147854736
-2.28648838271768e-15 -0.1 32.68443627010426 -4.7175920197139645
-2.233841680327381e-15 -0.1 34.72721353698577 -5.896990024642456
-2.2268777451389054e-15 -0.1 36.769990803867294 -7.076388029570949
-2.2354524905428617e-15 -0.1 38.81276807074881 -8.25578603449944
-2.2449974636160584e-15 -0.1 40.855545337630325 -9.43518403942793
-2.2951023472753897e-15 -0.1 42.89832260451184 -10.614582044356423
-2.3456316756355776e-15 -0.1 44.941099871393355 -11.793980049284913
-2.421376607620659e-15 -0.1 46.98387713827487 -12.973378054213404
-2.497474035515092e-15 -0.1 49.02665440515639 -14.152776059141896
-2.5859140774534125e-15 -0.1 51.069431672037894 -15.332174064070387
-2.5859140774534125e-15 -0.1 53.112208938919416 -16.511572068998877
-2.725615450481357e-15 -0.1 55.15498620580094 -17.690970073927367
-2.8101693359406056e-15 -0.1 57.19776347268244 -18.870368078855858
-2.8888885994185864e-15 -0.1 59.240540739563976 -20.049766083784352
-2.8888885994185864e-15 -0.1 61.283318006445484 -21.22916408871285
-2.9315982912284182e-15 -0.1 63.326095273327006 -22.408562093641336
-3.0026167475774733e-15 -0.1 65.36887254020853 -23.58796009856983
-3.005706470928323e-15 -0.1 67.41164980709003 -24.767358103498317
-3.005706470928323e-15 -0.1 69.45442707397156 -25.94675610842681
-3.005706470928323e-15 -0.1 71.49720434085307 -27.1261541133553
-2.829915008825501e-15 -0.1 14.299440868170613 8.25578603449944
-2.78154644799617e-15 -0.1 16.34221813505213 7.076388029570949
-2.7181723329455645e-15 -0.1 18.384995401933644 5.896990024642458
-2.6438591695025097e-15 -0.1 20.427772668815162 4.717592019713965
-2.5689686928722803e-15 -0.1 22.470549935696678 3.5381940147854745
-2.4673868204810452e-15 -0.1 24.513327202578196 2.358796009856983
-2.4218203797151533e-15 -0.1 26.556104469459708 1.1793980049284911
-2.352429428633877e-15 -0.1 28.598881736341227 0.0
-2.3010218966799776e-15 -0.1 30.641659003222742 -1.1793980049284911
-2.3010218966799776e-15 -0.1 32.68443627010426 -2.3587960098569822
-2.223796978271252e-15 -0.1 34.72721353698578 -3.5381940147854736
-2.223796978271252e-15 -0.1 36.76999080386729 -4.7175920197139645
-2.21117659624197e-15 -0.1 38.81276807074881 -5.896990024642458
-2.232468035330571e-15 -0.1 40.855545337630325 -7.076388029570949
-2.25469781465373e-15 -0.1 42.89832260451183 -8.25578603449944
-2.299940745238269e-15 -0.1 44.941099871393355 -9.43518403942793
-2.3541673503150054e-15 -0.1 46.98387713827487 -10.614582044356423
-2.3541673503150054e-15 -0.1 49.026654405156386 -11.793980049284913
-2.4907788543708586e-15 -0.1 51.0694316720379 -12.973378054213404
-2.5583605062998857e-15 -0.1 53.112208938919416 -14.152776059141896
-2.5583605062998857e-15 -0.1 55.15498620580094 -15.332174064070387
-2.6909799611400316e-15 -0.1 57.19776347268245 -16.511572068998877
-2.6909799611400316e-15 -0.1 59.24054073956396 -17.690970073927367
-2.823944362911088e-15 -0.1 61.28331800644549 -18.870368078855865
-2.881703966448994e-15 -0.1 63.326095273327006 -20.049766083784352
-2.881703966448994e-15 -0.1 65.36887254020851 -21.22916408871285
-2.927200669753236e-15 -0.1 67.41164980709004 -22.408562093641336
-2.9216524725589926e-15 -0.1 69.45442707397156 -23.58796009856983
-2.8975901875598136e-15 -0.1 71.49720434085306 -24.767358103498317
-2.8669078177596333e-15 -0.1 73.53998160773457 -25.94675610842681
-2.737423071377602e-15 -0.1 16.34221813505213 9.43518403942793
-2.687783163594077e-15 -0.1 18.384995401933644 8.25578603449944
-2.622434662270057e-15 -0.1 20.427772668815162 7.076388029570949
-2.552089547612111e-15 -0.1 22.470549935696678 5.896990024642457
-2.4747589847266824e-15 -0.1 24.513327202578196 4.717592019713965
-2.407548635097953e-15 -0.1 26.556104469459708 3.5381940147854745
-2.36479195414522e-15 -0.1 28.59888173634123 2.3587960098569822
-2.36479195414522e-15 -0.1 30.641659003222742 1.1793980049284911
-2.2578366386687146e-15 -0.1 32.68443627010426 0.0
-2.221373453515786e-15 -0.1 34.72721353698578 -1.1793980049284911
-2.221373453515786e-15 -0.1 36.76999080386729 -2.3587960098569822
-2.1945891011064518e-15 -0.1 38.8127680707488 -3.5381940147854736
-2.1904051205368235e-15 -0.1 40.855545337630325 -4.717592019713966
-2.1904051205368235e-15 -0.1 42.89832260451184 -5.896990024642458
-2.244936397916592e-15 -0.1 44.941099871393355 -7.076388029570949
-2.244936397916592e-15 -0.1 46.98387713827487 -8.25578603449944
-2.352896615158096e-15 -0.1 49.02665440515639 -9.43518403942793
-2.4152495992032623e-15 -0.1 51.0694316720379 -10.614582044356423
-2.472534522967317e-15 -0.1 53.112208938919416 -11.793980049284913
-2.472534522967317e-15 -0.1 55.15498620580093 -12.973378054213404
-2.472534522967317e-15 -0.1 57.19776347268245 -14.152776059141896
-2.678647943883685e-15 -0.1 59.24054073956396 -15.332174064070387
-2.721853599502722e-15 -0.1 61.28331800644548 -16.511572068998877
-2.7676261743227435e-15 -0.1 63.326095273327006 -17.69097007392737
-2.794962829256362e-15 -0.1 65.36887254020851 -18.870368078855865
-2.838346227541746e-15 -0.1 67.41164980709003 -20.049766083784352
-2.8245887059701232e-15 -0.1 69.45442707397156 -21.22916408871285
-2.8245887059701232e-15 -0.1 71.49720434085307 -22.408562093641336
-2.7938625366919993e-15 -0.1 73.53998160773457 -23.58796009856983
-2.7847609754581528e-15 -0.1 75.5827588746161 -24.767358103498317
-2.642028193927743e-15 -0.1 18.384995401933644 10.614582044356423
-2.5834671976616603e-15 -0.1 20.427772668815162 9.43518403942793
-2.529991519816178e-15 -0.1 22.470549935696678 8.25578603449944
-2.529991519816178e-15 -0.1 24.513327202578196 7.076388029570948
-2.4125780686748504e-15 -0.1 26.556104469459708 5.896990024642457
-2.3567765571209273e-15 -0.1 28.598881736341227 4.717592019713965
-2.3040019174349557e-15 -0.1 30.641659003222742 3.5381940147854736
-2.2602835953733902e-15 -0.1 32.68443627010426 2.3587960098569822
-2.2602835953733902e-15 -0.1 34.72721353698578 1.1793980049284911
-2.184115847284442e-15 -0.1 36.76999080386729 0.0
-2.184115847284442e-15 -0.1 38.8127680707488 -1.1793980049284911
-2.1863778967970234e-15 -0.1 40.855545337630325 -2.3587960098569822
-2.195373006978678e-15 -0.1 42.89832260451184 -3.5381940147854753
-2.223806541945019e-15 -0.1 44.941099871393355 -4.717592019713966
-2.254962028386818e-15 -0.1 46.98387713827487 -5.896990024642458
-2.301055569169732e-15 -0.1 49.02665440515639 -7.076388029570949
-2.3476994760066464e-15 -0.1 51.0694316720379 -8.25578603449944
-2.4104318505023285e-15 -0.1 53.112208938919416 -9.43518403942793
-2.473022437340497e-15 -0.1 55.15498620580094 -10.614582044356423
-2.5229486345787463e-15 -0.1 57.19776347268244 -11.793980049284913
-2.5860885414789127e-15 -0.1 59.24054073956396 -12.973378054213404
-2.6340861447024595e-15 -0.1 61.283318006445484 -14.152776059141896
-2.6811109677945383e-15 -0.1 63.32609527332699 -15.332174064070387
-2.6811109677945383e-15 -0.1 65.36887254020853 -16.51157206899888
-2.7378906491745366e-15 -0.1 67.41164980709003 -17.69097007392737
-2.731100876324087e-15 -0.1 69.45442707397156 -18.870368078855865
-2.731100876324087e-15 -0.1 71.49720434085307 -20.049766083784352
-2.7514515585024567e-15 -0.1 73.53998160773457 -21.22916408871285
-2.692044826322825e-15 -0.1 75.5827588746161 -22.408562093641336
-2.692044826322825e-15 -0.1 77.62553614149762 -23.58796009856983
-2.5460916052571363e-15 -0.1 20.427772668815162 11.793980049284913
-2.499984593353977e-15 -0.1 22.470549935696678 10.614582044356423
-2.448716742798591e-15 -0.1 24.513327202578196 9.43518403942793
-2.3698157759943247e-15 -0.1 26.556104469459708 8.255786034499438
-2.3498858666833396e-15 -0.1 28.598881736341227 7.076388029570948
-2.3033470076093574e-15 -0.1 30.641659003222742 5.896990024642457
-2.3033470076093574e-15 -0.1 32.68443627010426 4.7175920197139645
-2.2285343530890826e-15 -0.1 34.72721353698578 3.5381940147854736
-2.1880982551127343e-15 -0.1 36.76999080386729 2.3587960098569822
-2.196529775345128e-15 -0.1 38.8127680707488 1.1793980049284911
-2.185492659644734e-15 -0.1 40.855545337630325 0.0
-2.187021267094035e-15 -0.1 42.89832260451183 -1.1793980049284911
-2.2022900611349043e-15 -0.1 44.941099871393355 -2.3587960098569845
-2.2280624978668575e-15 -0.1 46.98387713827487 -3.5381940147854753
-2.2280624978668575e-15 -0.1 49.02665440515639 -4.717592019713966
-2.2934273473774157e-15 -0.1 51.0694316720379 -5.896990024642458
-2.3505916514387848e-15 -0.1 53.112208938919416 -7.076388029570949
-2.3505916514387848e-15 -0.1 55.15498620580094 -8.25578603449944
-2.4512710821315403e-15 -0.1 57.19776347268245 -9.43518403942793
-2.4512710821315403e-15 -0.1 59.24054073956396 -10.614582044356423
-2.5417014468470172e-15 -0.1 61.283318006445484 -11.793980049284913
-2.578485848612767e-15 -0.1 63.326095273327 -12.973378054213404
-2.617532691248206e-15 -0.1 65.36887254020851 -14.152776059141896
-2.6421996453535827e-15 -0.1 67.41164980709004 -15.33217406407039
-2.6421996453535827e-15 -0.1 69.45442707397156 -16.51157206899888
-2.659340498833354e-15 -0.1 71.49720434085306 -17.69097007392737
-2.659340498833354e-15 -0.1 73.53998160773459 -18.870368078855865
-2.659340498833354e-15 -0.1 75.5827588746161 -20.049766083784352
-2.659340498833354e-15 -0.1 77.6255361414976 -21.22916408871285
-2.584492736900604e-15 -0.1 79.66831340837913 -22.408562093641336
-2.4551061910848085e-15 -0.1 22.470549935696674 12.973378054213404
-2.420323039847302e-15 -0.1 24.513327202578193 11.793980049284913
-2.3784750972639026e-15 -0.1 26.556104469459708 10.614582044356423
-2.3414643623588038e-15 -0.1 28.59888173634122 9.435184039427929
-2.2975672221954363e-15 -0.1 30.64165900322274 8.255786034499438
-2.254264494978834e-15 -0.1 32.68443627010426 7.076388029570948
-2.2113289348968562e-15 -0.1 34.72721353698577 5.896990024642456
-2.1987307813712868e-15 -0.1 36.76999080386729 4.7175920197139645
-2.203533425259535e-15 -0.1 38.8127680707488 3.5381940147854736
-2.203533425259535e-15 -0.1 40.855545337630325 2.3587960098569822
-2.203533425259535e-15 -0.1 42.89832260451183 1.1793980049284911
-2.203533425259535e-15 -0.1 44.94109987139335 0.0
-2.2094424378649908e-15 -0.1 46.98387713827487 -1.1793980049284931
-2.2350417992458815e-15 -0.1 49.02665440515639 -2.3587960098569845
-2.263668865506925e-15 -0.1 51.069431672037894 -3.5381940147854753
-2.2993044934962967e-15 -0.1 53.112208938919416 -4.717592019713966
-2.3396524541753244e-15 -0.1 55.15498620580094 -5.896990024642458
-2.3730946966610993e-15 -0.1 57.19776347268244 -7.076388029570949
-2.3730946966610993e-15 -0.1 59.24054073956396 -8.25578603449944
-2.459498664538335e-15 -0.1 61.28331800644548 -9.43518403942793
-2.49661140238887e-15 -0.1 63.326095273327 -10.614582044356423
-2.519375122254522e-15 -0.1 65.36887254020851 -11.793980049284913
-2.5509089110733696e-15 -0.1 67.41164980709003 -12.973378054213404
-2.5643749832844324e-15 -0.1 69.45442707397156 -14.1527760591419
-2.5821412427194433e-15 -0.1 71.49720434085306 -15.33217406407039
-2.5867297611950306e-15 -0.1 73.53998160773457 -16.51157206899888
-2.5867297611950306e-15 -0.1 75.5827588746161 -17.69097007392737
-2.5527055363747314e-15 -0.1 77.6255361414976 -18.870368078855865
-2.5335733610151642e-15 -0.1 79.66831340837912 -20.049766083784352
-2.5335733610151642e-15 -0.1 81.71109067526065 -21.22916408871285
-2.5335733610151642e-15 -0.1 24.513327202578196 14.152776059141898
-2.368496601050529e-15 -0.1 26.55610446945971 12.973378054213406
-2.3333228220775564e-15 -0.1 28.59888173634123 11.793980049284915
-2.2899218012293664e-15 -0.1 30.641659003222742 10.614582044356425
-2.2700981080485647e-15 -0.1 32.68443627010426 9.435184039427932
-2.252358513399506e-15 -0.1 34.72721353698578 8.25578603449944
-2.252358513399506e-15 -0.1 36.769990803867294 7.076388029570949
-2.2141526250212087e-15 -0.1 38.81276807074881 5.896990024642458
-2.1892311139839176e-15 -0.1 40.855545337630325 4.717592019713966
-2.1892311139839176e-15 -0.1 42.89832260451184 3.5381940147854753
-2.203241074677694e-15 -0.1 44.941099871393355 2.3587960098569845
-2.208963621890696e-15 -0.1 46.98387713827487 1.1793980049284931
-2.208963621890696e-15 -0.1 49.02665440515639 0.0
-2.208963621890696e-15 -0.1 51.06943167203791 -1.1793980049284911
-2.2676027885928456e-15 -0.1 53.112208938919416 -2.3587960098569822
-2.302741529314906e-15 -0.1 55.15498620580094 -3.5381940147854736
-2.324932878070268e-15 -0.1 57.19776347268246 -4.7175920197139645
-2.3610588771978804e-15 -0.1 59.24054073956396 -5.896990024642456
-2.394793528648572e-15 -0.1 61.283318006445484 -7.076388029570947
-2.4179244428476463e-15 -0.1 63.326095273327 -8.255786034499438
-2.4508689392169713e-15 -0.1 65.36887254020851 -9.435184039427929
-2.4683657053648812e-15 -0.1 67.41164980709003 -10.61458204435642
-2.4848331551903833e-15 -0.1 69.45442707397154 -11.793980049284912
-2.4848331551903833e-15 -0.1 71.49720434085307 -12.973378054213406
-2.498696541104651e-15 -0.1 73.53998160773459 -14.152776059141898
-2.4785298880882884e-15 -0.1 75.5827588746161 -15.332174064070388
-2.4865093667197392e-15 -0.1 77.62553614149762 -16.51157206899888
-2.4865093667197392e-15 -0.1 79.66831340837913 -17.69097007392737
-2.449272490688428e-15 -0.1 81.71109067526065 -18.87036807885586
-2.4198270717788086e-15 -0.1 83.75386794214216 -20.049766083784352
-2.3435137906265636e-15 -0.1 26.55610446945971 15.332174064070388
-2.3172878005164505e-15 -0.1 28.59888173634123 14.152776059141898
-2.301901326253136e-15 -0.1 30.641659003222745 12.973378054213406
-2.2807110987540653e-15 -0.1 32.684436270104264 11.793980049284915
-2.265558350036187e-15 -0.1 34.72721353698578 10.614582044356425
-2.265558350036187e-15 -0.1 36.769990803867294 9.435184039427932
-2.2321346339292974e-15 -0.1 38.81276807074881 8.25578603449944
-2.227849169654925e-15 -0.1 40.855545337630325 7.076388029570949
-2.2253645300987487e-15 -0.1 42.89832260451184 5.896990024642458
-2.2202948372701125e-15 -0.1 44.941099871393355 4.717592019713966
-2.228969477667899e-15 -0.1 46.98387713827487 3.5381940147854753
-2.236567625007114e-15 -0.1 49.02665440515639 2.3587960098569845
-2.231064505788642e-15 -0.1 51.06943167203791 1.1793980049284911
-2.2624998227154517e-15 -0.1 53.11220893891942 0.0
-2.276830382053964e-15 -0.1 55.15498620580094 -1.1793980049284911
-2.2861752081389963e-15 -0.1 57.19776347268246 -2.3587960098569822
