I Vapp Center(x) Center(y)
-8.121268498499857e-13 -0.1 0.0 0.0
-8.111982776463906e-13 -0.1 2.042777266881516 -1.1793980049284913
-8.121335742460147e-13 -0.1 4.085554533763032 -2.3587960098569827
-8.141007619745186e-13 -0.1 6.128331800644549 -3.5381940147854745
-8.117963253913346e-13 -0.1 8.171109067526064 -4.717592019713965
-8.110900007973375e-13 -0.1 10.213886334407581 -5.896990024642457
-8.126754993881032e-13 -0.1 12.256663601289098 -7.076388029570949
-8.086336220282074e-13 -0.1 14.299440868170613 -8.25578603449944
-8.086336220282074e-13 -0.1 16.34221813505213 -9.43518403942793
-8.133512175686703e-13 -0.1 18.384995401933644 -10.614582044356423
-8.113123821601761e-13 -0.1 20.427772668815162 -11.793980049284913
-8.099315435746698e-13 -0.1 22.470549935696674 -12.973378054213404
-8.097406473442641e-13 -0.1 24.513327202578196 -14.152776059141898
-8.099373301586154e-13 -0.1 26.55610446945971 -15.332174064070388
-8.106416543991896e-13 -0.1 28.598881736341227 -16.51157206899888
-8.119784357878066e-13 -0.1 30.641659003222742 -17.69097007392737
-8.136336406284347e-13 -0.1 32.68443627010426 -18.87036807885586
-8.090454236981455e-13 -0.1 34.72721353698577 -20.049766083784352
-8.106141095242371e-13 -0.1 36.76999080386729 -21.229164088712846
-8.11825732404538e-13 -0.1 38.8127680707488 -22.408562093641336
-8.100965161007277e-13 -0.1 40.855545337630325 -23.587960098569827
-8.106418540588813e-13 -0.1 42.89832260451183 -24.767358103498317
-8.131258140522011e-13 -0.1 44.94109987139335 -25.946756108426808
-8.105800634241908e-13 -0.1 46.98387713827488 -27.126154113355305
-8.132101459677992e-13 -0.1 49.02665440515639 -28.305552118283796
-8.128356170086637e-13 -0.1 51.0694316720379 -29.484950123212286
-8.124600548780664e-13 -0.1 53.11220893891942 -30.664348128140777
-8.133551775792637e-13 -0.1 55.15498620580094 -31.843746133069267
-8.141842885699318e-13 -0.1 57.19776347268245 -33.02314413799776
-8.103578057514814e-13 -0.1 59.24054073956397 -34.20254214292625
-8.149913190482545e-13 -0.1 2.042777266881516 1.1793980049284913
