idx I Vapp Center(x) Center(y)
0 -2.6512749713569666e-13 -0.5 0.0 0.0
1 -2.6549288767797597e-13 -0.5 2.3212556009506455 -1.3401775460667817
2 -2.653568399996384e-13 -0.5 4.642511201901291 -2.6803550921335635
3 -2.654895927358205e-13 -0.5 6.963766802851937 -4.020532638200345
4 -2.6596430190187464e-13 -0.5 9.285022403802582 -5.360710184267127
5 -2.655532468442324e-13 -0.5 11.606278004753227 -6.700887730333909
6 -2.654466696456674e-13 -0.5 13.927533605703873 -8.04106527640069
7 -2.666503789025132e-13 -0.5 16.24878920665452 -9.381242822467472
8 -2.6541206398655247e-13 -0.5 18.570044807605164 -10.721420368534254
9 -2.653045294124443e-13 -0.5 20.89130040855581 -12.061597914601036
10 -2.6607852138411967e-13 -0.5 23.212556009506454 -13.401775460667817
11 -2.6687856296032687e-13 -0.5 25.533811610457096 -14.7419530067346
12 -2.656713673484483e-13 -0.5 27.855067211407746 -16.08213055280138
13 -2.630724570342253e-13 -0.5 30.17632281235839 -17.42230809886816
14 -2.650189724015708e-13 -0.5 32.49757841330904 -18.762485644934944
15 -2.655749806211225e-13 -0.5 34.81883401425968 -20.102663191001724
16 -2.659129925414796e-13 -0.5 37.14008961521033 -21.442840737068508
17 -2.6627988222843055e-13 -0.5 39.46134521616097 -22.78301828313529
18 -2.6627988222843055e-13 -0.5 41.78260081711162 -24.12319582920207
19 -2.654847552157316e-13 -0.5 44.103856418062264 -25.46337337526885
20 -2.654236141612416e-13 -0.5 46.42511201901291 -26.803550921335635
21 -2.6439076252696923e-13 -0.5 48.74636761996356 -28.14372846740242
22 -2.665873536355325e-13 -0.5 51.06762322091419 -29.4839060134692
23 -2.656397167462717e-13 -0.5 53.38887882186485 -30.824083559535982
24 -2.65453991907659e-13 -0.5 55.71013442281549 -32.16426110560276
25 -2.657381016324362e-13 -0.5 58.031390023766136 -33.504438651669545
26 -2.6519245237736444e-13 -0.5 60.35264562471678 -34.84461619773632
27 -2.6391421666600154e-13 -0.5 62.67390122566742 -36.184793743803105
28 -2.6163614436294763e-13 -0.5 64.99515682661809 -37.52497128986989
29 -2.6540504840700003e-13 -0.5 67.31641242756871 -38.865148835936665
30 -2.655763386249445e-13 -0.5 69.63766802851936 -40.20532638200345
31 -2.654253742742709e-13 -0.5 71.95892362947001 -41.54550392807024
32 -2.6229457470638335e-13 -0.5 74.28017923042066 -42.885681474137016
33 -2.6508695648702046e-13 -0.5 76.60143483137131 -44.2258590202038
34 -2.633283549435047e-13 -0.5 78.92269043232194 -45.56603656627058
35 -2.6563838187165066e-13 -0.5 81.24394603327258 -46.90621411233736
36 -2.6240177927912086e-13 -0.5 83.56520163422324 -48.24639165840414
37 -2.6561483015837734e-13 -0.5 85.88645723517389 -49.586569204470926
38 -2.650219702161857e-13 -0.5 88.20771283612453 -50.9267467505377
39 -2.6541529883014837e-13 -0.5 90.52896843707516 -52.266924296604486
40 -2.65454524591696e-13 -0.5 92.85022403802581 -53.60710184267127
41 -2.6529839177615104e-13 -0.5 95.17147963897646 -54.947279388738046
42 -2.6549499852870845e-13 -0.5 97.49273523992711 -56.28745693480484
43 -2.6544600299479666e-13 -0.5 99.81399084087776 -57.62763448087162
44 -2.6583425004015736e-13 -0.5 102.13524644182839 -58.9678120269384
45 -2.6446687403042946e-13 -0.5 104.45650204277904 -60.30798957300518
46 -2.6532243189537103e-13 -0.5 106.7777576437297 -61.648167119071964
47 -2.6545183658293533e-13 -0.5 109.09901324468034 -62.98834466513874
48 -2.6565619655351985e-13 -0.5 2.3212556009506455 1.3401775460667817
