Domain I Vapp
AA -3.8528906186920373e-13 -0.04
AB -3.160916188534546e-13 -0.02
AA -3.1731022908071477e-13 -0.02
AA -4.297581873783394e-13 -0.06
AB -3.8277592404095666e-13 -0.04
AB -4.272680383168975e-13 -0.06
AB -4.5287324123861344e-13 -0.08
AA -4.549095815233448e-13 -0.08
AA -4.77625154572651e-13 -0.12
AB -4.761950894254972e-13 -0.12
AB -4.805992672405012e-13 -0.14
AA -4.82098400372935e-13 -0.14
AB -4.839168682047299e-13 -0.16
AA -4.871591738725967e-13 -0.18
AA -4.860654196447061e-13 -0.16
AB -4.863775952130213e-13 -0.18
AB -4.672228913956774e-13 -0.1
AA -4.692801753517469e-13 -0.1
AA -4.905127298176717e-13 -0.22
AA -4.908813236879118e-13 -0.24
AB -4.892790390539054e-13 -0.22
AB -4.9084124874673e-13 -0.26
AB -4.898656137169568e-13 -0.24
AA -4.912635398326053e-13 -0.26
AA -4.920066004623193e-13 -0.28
AB -4.915596360996475e-13 -0.28
AA -4.88231524720323e-13 -0.2
AB -4.881776437177197e-13 -0.2
AB -4.923860261365529e-13 -0.32
AA -4.932297514674333e-13 -0.32
AA -4.928010128253693e-13 -0.34
AA -4.929385335617969e-13 -0.36
AB -4.926009183804713e-13 -0.34
AB -4.918444039342287e-13 -0.36
AB -4.927329759553295e-13 -0.38
AA -4.931827902340342e-13 -0.38
AB -4.903089722631133e-13 -0.3
AA -4.923308412999953e-13 -0.3
AA -4.935410629316773e-13 -0.42
AB -4.926906788067238e-13 -0.42
AA -4.933772797178933e-13 -0.44
AB -4.933985912104874e-13 -0.44
AB -4.933820450510583e-13 -0.46
AA -4.932895836130852e-13 -0.48
AA -4.933678841282766e-13 -0.46
AB -4.934666706123357e-13 -0.48
AA -4.936544071755823e-13 -0.4
AB -4.929801889502551e-13 -0.4
AB -4.927355173422887e-13 -0.5
AA -1.4718564195467618e-13 0.02
AA -4.930773205961231e-13 -0.5
AB -8.18975791914189e-14 0.04
AA -8.27123749692356e-14 0.04
AB -1.4626141308785625e-13 0.02
AA -1.0011017820109912e-13 0.06
AA -5.892924526307725e-14 0.08
AB -9.570269903551462e-14 0.06
AB -2.3007359638619245e-13 0.0
AB -2.0775006212791342e-14 0.08
AA -2.314756974660121e-13 0.0
AB -1.2862173993149891e-14 0.12
AA -9.841801364699755e-15 0.12
AA -4.514141412048108e-15 0.14
AB -4.303432315662891e-15 0.14
AB -2.8054363860835458e-15 0.16
AA 2.4635270842220484e-15 0.16
AB -7.106439694611616e-16 0.18
AA 3.065750038172282e-14 0.1
AA -6.744970689041311e-16 0.18
AB -2.5916662361846937e-16 0.22
AB -1.847546447452733e-14 0.1
AA -1.8165888310464173e-16 0.22
AA -1.526962273871012e-16 0.24
AB 2.0786185342160036e-16 0.24
AA -5.702568973689863e-17 0.26
AB -7.782295364453487e-17 0.26
AA -3.352393432607831e-17 0.28
AB -3.058425214046973e-17 0.28
AA -4.284365015722726e-16 0.2
AB -1.5834451379242285e-16 0.2
AA -2.7784069872673054e-17 0.3
