Domain I Vapp
AA -8.337841836287176e-14 -0.02
AB -3.491175603267626e-14 -0.02
AA -1.0137049820938823e-13 -0.04
AA -1.1352356040522175e-13 -0.06
AB -4.4112244311589374e-14 -0.04
AB -5.71317086049722e-14 -0.06
AA -1.2697484334319724e-13 -0.12
AA -1.2067525311230187e-13 -0.08
AB -7.012817902054365e-14 -0.08
AB -9.33154937707588e-14 -0.12
AA -1.282724721067124e-13 -0.14
AB -1.0259381158690919e-13 -0.14
AB -1.0957701305002846e-13 -0.16
AA -1.2905944734588606e-13 -0.16
AA -1.2956781632676132e-13 -0.18
AB -1.1555920588732895e-13 -0.18
AA -1.2471759410288161e-13 -0.1
AB -8.27318366919074e-14 -0.1
AA -1.3011628786299252e-13 -0.22
AB -1.2268177250103716e-13 -0.22
AA -1.305768344686623e-13 -0.24
AA -1.3084610313485987e-13 -0.26
AB -1.2502366770118605e-13 -0.24
AB -1.2688115620832418e-13 -0.26
AA -1.3101155353089613e-13 -0.28
AB -1.2786209925930883e-13 -0.28
AA -1.3013374239052307e-13 -0.2
AB -1.1976064533754494e-13 -0.2
AB -1.2941802129807465e-13 -0.32
AA -1.3112530259776052e-13 -0.32
AA -1.312877982632815e-13 -0.36
AB -1.3007615717325788e-13 -0.34
AA -1.3120917870776995e-13 -0.34
AB -1.3069711688812763e-13 -0.38
AB -1.3046942677140872e-13 -0.36
AA -1.3138788561749849e-13 -0.38
AB -1.288262285532931e-13 -0.3
AA -1.311982178648904e-13 -0.42
AA -1.310454602343489e-13 -0.3
AA -1.31442197058913e-13 -0.44
AB -1.3098277868065795e-13 -0.42
AB -1.314803422248881e-13 -0.44
AA -1.3145240302445978e-13 -0.46
AB -1.3126395718975684e-13 -0.46
AA -1.3148636551816625e-13 -0.48
AB -1.3152229958451304e-13 -0.48
AB -1.3085613116293634e-13 -0.4
AA -1.3167749319378974e-13 -0.4
AA -1.3092454952497342e-13 -0.5
AA -3.8632648809444954e-14 0.02
AB -1.313993053938635e-13 -0.5
AA -2.1884074668303498e-14 0.04
AB -1.1834721411416249e-14 0.04
AB -1.783594516809658e-14 0.02
AA -1.2396689423691734e-14 0.06
AA -8.955158389030722e-15 0.08
AB -7.0837629673621785e-15 0.06
AA -6.054074376184945e-14 0.0
AB -2.669233182661627e-14 0.0
AB -4.2780396137321345e-15 0.08
AA -1.795070213534207e-15 0.12
AB -1.3997790694497153e-15 0.12
AA -5.446213740550941e-16 0.14
AA -4.609050445492376e-16 0.16
AB -2.329257341141803e-16 0.16
AB -5.725949335756058e-16 0.14
AB -2.1961394948847874e-16 0.18
AA -2.7508256068379017e-15 0.1
AA -1.7705886886674897e-16 0.18
AA -2.296702059480705e-17 0.22
AB -2.1277413193625853e-15 0.1
AB -5.2471529589427463e-17 0.22
AA -7.531838756744569e-18 0.26
AB -2.3550129329810843e-17 0.24
AA -1.9382803318855777e-17 0.24
AB -7.271230247349008e-18 0.28
AA -1.1683765847522236e-17 0.28
AB -1.630516081844278e-17 0.26
AA -7.871751769504872e-18 0.3
AA -2.6452067998916375e-18 0.2
AB -9.589879098971572e-17 0.2
