idx I Vapp Center(x) Center(y)
0 -3.8954851192887824e-14 -0.1 0.0 0.0
1 -3.9793651825126645e-14 -0.1 2.042777266881516 -1.1793980049284913
2 -4.0370306177942216e-14 -0.1 4.085554533763032 -2.3587960098569827
3 -4.04530692137864e-14 -0.1 6.128331800644549 -3.5381940147854745
4 -3.9778107683579487e-14 -0.1 8.171109067526064 -4.717592019713965
5 -3.9672311389806166e-14 -0.1 10.213886334407581 -5.896990024642457
6 -3.919023196522078e-14 -0.1 12.256663601289098 -7.076388029570949
7 -3.932769341977592e-14 -0.1 14.299440868170613 -8.25578603449944
8 -3.8375281603839285e-14 -0.1 16.34221813505213 -9.43518403942793
9 -3.920520728627728e-14 -0.1 18.384995401933644 -10.614582044356423
10 -3.6291890921282975e-14 -0.1 20.427772668815162 -11.793980049284913
11 -3.94848670992612e-14 -0.1 22.470549935696674 -12.973378054213404
12 -3.874963014529217e-14 -0.1 24.513327202578196 -14.152776059141898
13 -3.928294341245865e-14 -0.1 26.55610446945971 -15.332174064070388
14 -3.8982758932608474e-14 -0.1 28.598881736341227 -16.51157206899888
15 -3.858740904505268e-14 -0.1 30.641659003222742 -17.69097007392737
16 -3.887250820204507e-14 -0.1 32.68443627010426 -18.87036807885586
17 -3.8935877730803254e-14 -0.1 34.72721353698577 -20.049766083784352
18 -3.863819790503405e-14 -0.1 36.76999080386729 -21.229164088712846
19 -3.949876488665597e-14 -0.1 38.8127680707488 -22.408562093641336
20 -3.951190312395989e-14 -0.1 40.855545337630325 -23.587960098569827
21 -3.943072303680147e-14 -0.1 42.89832260451183 -24.767358103498317
22 -3.9351290455917357e-14 -0.1 44.94109987139335 -25.946756108426808
23 -3.9904580344493034e-14 -0.1 46.98387713827488 -27.126154113355305
24 -4.0233270763246864e-14 -0.1 49.02665440515639 -28.305552118283796
25 -3.9452513349668453e-14 -0.1 51.0694316720379 -29.484950123212286
26 -4.0252181977231843e-14 -0.1 53.11220893891942 -30.664348128140777
27 -4.0651645404906736e-14 -0.1 55.15498620580094 -31.843746133069267
28 -3.9787407042523673e-14 -0.1 57.19776347268245 -33.02314413799776
29 -4.07983843597233e-14 -0.1 59.24054073956397 -34.20254214292625
30 -4.060370550415017e-14 -0.1 2.042777266881516 1.1793980049284913
31 -4.0563788808834926e-14 -0.1 4.085554533763032 0.0
32 -3.853175419582385e-14 -0.1 6.128331800644549 -1.1793980049284913
33 -4.0343359063328734e-14 -0.1 8.171109067526064 -2.358796009856983
34 -4.032668228047144e-14 -0.1 10.213886334407581 -3.5381940147854745
35 -4.020241538640996e-14 -0.1 12.256663601289098 -4.717592019713965
36 -3.977410256075008e-14 -0.1 14.299440868170615 -5.896990024642458
37 -3.96851946011237e-14 -0.1 16.34221813505213 -7.076388029570949
38 -3.9657626719144625e-14 -0.1 18.384995401933644 -8.25578603449944
39 -3.9430433336303357e-14 -0.1 20.427772668815162 -9.43518403942793
40 -3.8572139279665333e-14 -0.1 22.470549935696678 -10.614582044356423
41 -3.86828110073162e-14 -0.1 24.513327202578193 -11.793980049284913
42 -3.8265839057684907e-14 -0.1 26.55610446945971 -12.973378054213406
43 -3.7798683278152403e-14 -0.1 28.59888173634123 -14.152776059141898
44 -3.578090595347494e-14 -0.1 30.641659003222742 -15.332174064070388
45 -3.908860639227207e-14 -0.1 32.68443627010426 -16.51157206899888
46 -3.844552022916314e-14 -0.1 34.72721353698578 -17.69097007392737
47 -3.9111239934474494e-14 -0.1 36.76999080386729 -18.87036807885586
48 -3.86339180714189e-14 -0.1 38.8127680707488 -20.049766083784352
49 -3.766687274940115e-14 -0.1 40.85554533763032 -21.229164088712846
50 -3.808015358543274e-14 -0.1 42.89832260451183 -22.408562093641336
51 -3.973586310357883e-14 -0.1 44.94109987139335 -23.587960098569827
52 -4.004631995781103e-14 -0.1 46.98387713827486 -24.767358103498317
53 -3.974738428208957e-14 -0.1 49.02665440515639 -25.94675610842681
54 -4.025691179166561e-14 -0.1 51.0694316720379 -27.126154113355305
55 -4.026300129977495e-14 -0.1 53.112208938919416 -28.305552118283796
56 -4.028910818399298e-14 -0.1 55.15498620580094 -29.484950123212286
57 -4.0510351319788594e-14 -0.1 57.19776347268245 -30.664348128140777
58 -4.0581420373696486e-14 -0.1 59.24054073956396 -31.843746133069267
