idx I Vapp Center(x) Center(y)
0 -1.3724812038672092e-12 -0.5 0.0 0.0
1 -1.3745345158972223e-12 -0.5 0.8512112141366533 -0.491447023619025
2 -1.375516358473504e-12 -0.5 1.7024224282733067 -0.98289404723805
3 -1.3737866607500476e-12 -0.5 2.55363364240996 -1.474341070857075
4 -1.3788657803917645e-12 -0.5 3.4048448565466134 -1.9657880944761
5 -1.3744235065241356e-12 -0.5 4.256056070683266 -2.457235118095125
6 -1.373420405425259e-12 -0.5 5.10726728481992 -2.94868214171415
7 -1.3731221238431204e-12 -0.5 5.958478498956574 -3.4401291653331754
8 -1.3767804454021743e-12 -0.5 6.809689713093227 -3.9315761889522
9 -1.3751688377470762e-12 -0.5 7.66090092722988 -4.423023212571225
10 -1.3742278837488283e-12 -0.5 8.512112141366533 -4.91447023619025
11 -1.3749763183358801e-12 -0.5 9.363323355503185 -5.405917259809275
12 -1.3739205361115097e-12 -0.5 10.21453456963984 -5.8973642834283
13 -1.374601228736642e-12 -0.5 11.065745783776492 -6.388811307047325
14 -1.374301636160933e-12 -0.5 11.916956997913148 -6.880258330666351
15 -1.3729703714522138e-12 -0.5 12.7681682120498 -7.371705354285375
16 -1.3746236134489643e-12 -0.5 13.619379426186454 -7.8631523779044
17 -1.3738810459152238e-12 -0.5 14.470590640323106 -8.354599401523425
18 -1.3751693624477569e-12 -0.5 15.32180185445976 -8.84604642514245
19 -1.372877217465849e-12 -0.5 16.17301306859641 -9.337493448761474
20 -1.3770994693636234e-12 -0.5 17.024224282733066 -9.8289404723805
21 -1.3631176062536898e-12 -0.5 17.87543549686972 -10.320387495999524
22 -1.3744707760635256e-12 -0.5 18.72664671100637 -10.81183451961855
23 -1.3750620942626292e-12 -0.5 19.57785792514303 -11.303281543237576
24 -1.3746812560344458e-12 -0.5 20.42906913927968 -11.7947285668566
25 -1.376577192319545e-12 -0.5 21.280280353416334 -12.286175590475626
26 -1.3655082843566189e-12 -0.5 22.131491567552985 -12.77762261409465
27 -1.3692026323429634e-12 -0.5 22.98270278168964 -13.269069637713676
28 -1.3750489245905303e-12 -0.5 23.833913995826297 -13.760516661332701
29 -1.3746864153279373e-12 -0.5 24.685125209962944 -14.251963684951724
30 -1.3753744498689611e-12 -0.5 25.5363364240996 -14.74341070857075
31 -1.377392047374248e-12 -0.5 26.387547638236253 -15.234857732189775
32 -1.3743455252242709e-12 -0.5 27.238758852372907 -15.7263047558088
33 -1.3732464957258538e-12 -0.5 28.08997006650956 -16.217751779427825
34 -1.3712933122142253e-12 -0.5 28.941181280646212 -16.70919880304685
35 -1.3688590415557467e-12 -0.5 29.792392494782863 -17.200645826665873
36 -1.3732589456199037e-12 -0.5 30.64360370891952 -17.6920928502849
37 -1.3744063144485026e-12 -0.5 31.494814923056175 -18.183539873903925
38 -1.3759205893898407e-12 -0.5 32.34602613719282 -18.67498689752295
39 -1.3736252478476552e-12 -0.5 33.19723735132948 -19.166433921141977
40 -1.3733590745143601e-12 -0.5 34.04844856546613 -19.657880944761
