Domain I Vapp
AA -4.2703339956461526e-13 -0.02
AA -1.978620198418484e-13 0.02
AB -4.3053478503271443e-13 -0.02
AA -5.173391157665086e-13 -0.04
AB -1.9929072999310597e-13 0.02
AA -1.1086778703204267e-13 0.04
AB -5.207000346889474e-13 -0.04
AB -1.1179127834779322e-13 0.04
AA -5.754218451320146e-13 -0.06
AA -9.926939631237292e-14 0.06
AB -5.804654853848128e-13 -0.06
AB -5.739485089193864e-14 0.06
AA -4.9948154926539615e-14 0.08
AB -6.14105947508813e-13 -0.08
AA -6.085407557810751e-13 -0.08
AB -4.529784590872563e-14 0.08
AB -3.140296006840666e-13 0.0
AA -3.1173828076523754e-13 0.0
AA -9.389750154002892e-15 0.12
AA -6.373754450910838e-13 -0.12
AB -6.413133993408767e-13 -0.12
AB -1.480312397134585e-14 0.12
AA -2.6347915102535242e-15 0.14
AA -6.428273036947822e-13 -0.14
AA -6.479205520897261e-13 -0.16
AB 2.0423989348517115e-15 0.14
AB -6.469661792475983e-13 -0.14
AB -1.5691783585260009e-15 0.16
AA -2.0385575389143237e-15 0.16
AB -6.50618978159844e-13 -0.16
AA -9.138224213796857e-16 0.18
AA -6.498564620422967e-13 -0.18
AB -6.524301087998397e-13 -0.18
AA -6.266236046671477e-13 -0.1
AB -1.5208643089576673e-15 0.18
AA -2.745811676728711e-14 0.1
AA -6.531999195760349e-13 -0.22
AB -3.400249361070296e-14 0.1
AB -6.317042973718134e-13 -0.1
AB -3.0910003650191516e-16 0.22
AB -6.556153684562419e-13 -0.22
AA -2.6609992049163733e-16 0.22
AA -6.544597066449759e-13 -0.24
AA -1.9400414956090938e-16 0.24
AB -6.568946268301901e-13 -0.24
AA -9.967579308903066e-17 0.26
AA -6.564813010482275e-13 -0.26
AB -1.17481455960595e-16 0.24
AA -6.561127796723789e-13 -0.28
AB -6.566324323676915e-13 -0.26
AB -4.7441845220178e-17 0.26
AB -6.881510067218408e-17 0.28
AA -1.3324842947996321e-17 0.28
AB -6.570193240177328e-13 -0.28
AA -6.517078207980014e-13 -0.2
AB -6.542988092983701e-13 -0.2
AA 2.673917085900089e-16 0.2
AB -6.581807055233088e-13 -0.32
AB -2.176075677128656e-16 0.2
AA -6.581522541124146e-13 -0.32
AA -6.577372371349573e-13 -0.34
AB -6.586577069039138e-13 -0.34
AA -6.578171832086767e-13 -0.36
AB -6.587689306587534e-13 -0.36
AA -6.582801360789761e-13 -0.38
AB -6.580971405586814e-13 -0.38
AA -6.570071112430746e-13 -0.3
AA -2.796719600904789e-17 0.3
AB -6.579275196860168e-13 -0.3
AB -6.586085188518174e-13 -0.42
AA -6.584608991499256e-13 -0.42
AB -3.2214137035508214e-17 0.3
AA -6.565676803044839e-13 -0.44
AA -6.587243199671924e-13 -0.46
AB -6.584915142459855e-13 -0.44
AB -6.601230802437903e-13 -0.46
AB -6.582251056884146e-13 -0.48
AA -6.585830455147467e-13 -0.48
AA -6.587042183096554e-13 -0.4
AB -6.590039075420338e-13 -0.4
AA -6.594843740029241e-13 -0.5
AB -6.58226122121984e-13 -0.5
