Domain I Vapp
AA -1.9360058081715175e-13 -0.02
AB -1.2529848755751128e-13 -0.02
AA -9.003771099499841e-14 0.02
AA -5.1107033273304723e-14 0.04
AB -5.597407119970644e-14 0.02
AA -2.3593363976851417e-13 -0.04
AB -1.6590642587575395e-13 -0.04
AA -2.650001495136628e-13 -0.06
AB -5.1938171158553834e-14 0.04
AA -2.670388001021851e-14 0.06
AB -2.8131140934014028e-14 0.06
AB -2.0441315641040224e-13 -0.06
AB -2.3668050094741977e-13 -0.08
AA -2.5456780130372674e-14 0.08
AA -2.8269889287368167e-13 -0.08
AB -8.72176302010695e-14 0.0
AA -1.4134136878824982e-13 0.0
AB -1.5336886129797204e-14 0.08
AA -6.4636366530313685e-15 0.12
AB -2.8075727920770314e-13 -0.12
AA -3.015555216474353e-13 -0.12
AA -2.8888865743767728e-15 0.14
AA -3.0785888542240793e-13 -0.14
AB -5.713112019720233e-15 0.12
AB -2.9366732380476533e-13 -0.14
AA -3.1317579704979116e-13 -0.16
AB -1.6087292952657532e-15 0.14
AB -3.0474965582980597e-13 -0.16
AA -1.5990674165444331e-15 0.16
AB -1.3576734307357576e-15 0.16
AA -6.343988741264952e-16 0.18
AA -3.168737148092066e-13 -0.18
AB -3.0804280832262095e-13 -0.18
AB -5.350878679897444e-16 0.18
AA -2.938686449719591e-13 -0.1
AA 1.8685270772136977e-15 0.1
AB -1.0730523600253094e-14 0.1
AA -3.219273096875635e-13 -0.22
AB -2.61578085809293e-13 -0.1
AB 1.2903301651847207e-16 0.22
AB -3.194536995763201e-13 -0.22
AA -1.3194829315340877e-16 0.22
AA 9.259497561149578e-17 0.24
AA -3.236586844217148e-13 -0.24
AB -3.2182593846001664e-13 -0.24
AA -3.256064802686099e-13 -0.26
AA -3.339741657992349e-17 0.26
AB -6.244909050955016e-17 0.24
AB -4.3122036984566785e-17 0.26
AB -3.2412635556923896e-13 -0.26
AA -3.2532884872768306e-13 -0.28
AB -3.0419305457802366e-17 0.28
AB -3.2546451972904797e-13 -0.28
AA -5.7526062908089365e-18 0.28
AA -3.202950477141648e-13 -0.2
AA 8.266272713072138e-16 0.2
AB -3.163634947285323e-13 -0.2
AA -3.2745125500181147e-13 -0.32
AB -3.274054003714614e-13 -0.32
AB -3.829534215527038e-16 0.2
AB -3.274553108876478e-13 -0.34
AA -3.2741039339686546e-13 -0.34
AA -3.29137935753681e-13 -0.36
AB -3.282991863898233e-13 -0.38
AB -3.265073738943688e-13 -0.36
AA -3.281397071524323e-13 -0.38
AA -3.2678656473286006e-13 -0.3
AA -1.4935274954682532e-17 0.3
AB -3.2609156091205866e-13 -0.3
AB -1.0562575925968711e-17 0.3
AA -3.287071707638068e-13 -0.42
AB -3.265820132035105e-13 -0.42
AA -3.2874507117111435e-13 -0.44
AB -3.289039383735925e-13 -0.44
AA -3.278815642418393e-13 -0.46
AA -3.2883728286036347e-13 -0.48
AB -3.289115321728858e-13 -0.48
AB -3.291389025528828e-13 -0.46
AA -3.2847886028409666e-13 -0.4
AB -3.275390009325583e-13 -0.4
AA -3.289583752404951e-13 -0.5
AB -3.289269253977122e-13 -0.5
