Domain I Vapp
AA -8.182965788140097e-14 -0.02
AA -1.0519726859720375e-13 -0.04
AB -8.263233403643692e-14 -0.02
AB -1.0744494015928292e-13 -0.04
AA -1.245026590700873e-13 -0.06
AB -1.239078843318918e-13 -0.06
AA -1.3763547872127375e-13 -0.08
AA -1.5222053528410786e-13 -0.12
AB -1.3790667938739683e-13 -0.08
AB -1.5284426856015912e-13 -0.12
AA -1.5689195968367041e-13 -0.14
AB -1.568387192588755e-13 -0.14
AA -1.593802622306775e-13 -0.18
AA -1.591560740152214e-13 -0.16
AB -1.5754242690582556e-13 -0.16
AB -1.4716676879147414e-13 -0.1
AB -1.6056165068981392e-13 -0.18
AA -1.467727398451784e-13 -0.1
AA -1.6311530816309784e-13 -0.24
AB -1.6227194710024444e-13 -0.22
AA -1.6270106574345822e-13 -0.22
AA -1.6366983563178904e-13 -0.26
AB -1.6378902064445728e-13 -0.26
AB -1.6236282102146658e-13 -0.24
AA -1.6182426344206123e-13 -0.2
AA -1.637611738016346e-13 -0.28
AB -1.631780572425851e-13 -0.28
AB -1.6418571293389e-13 -0.32
AB -1.6164877279690662e-13 -0.2
AA -1.640260957679885e-13 -0.32
AB -1.6414485819609016e-13 -0.34
AA -1.6435343489649498e-13 -0.36
AA -1.6386877289968696e-13 -0.34
AB -1.6408133667901934e-13 -0.36
AB -1.6438093767270494e-13 -0.38
AA -1.6435007143845298e-13 -0.38
AA -1.644382074469583e-13 -0.42
AB -1.6392071478642726e-13 -0.3
AA -1.6319198739843407e-13 -0.3
AB -1.6445591817469962e-13 -0.42
AA -1.645827856945594e-13 -0.44
AB -1.6441368165457758e-13 -0.44
AA -1.653531233637545e-13 -0.48
AA -1.6452776441187229e-13 -0.46
AB -1.6412046760232096e-13 -0.46
AB -1.6425878396799708e-13 -0.4
AB -1.641941964570203e-13 -0.48
AA -1.6434264777358555e-13 -0.4
AB -1.641707466044719e-13 -0.5
AA -1.6453719277349223e-13 -0.5
AA -6.132974971160689e-14 0.02
AB -4.0758613804724234e-14 0.04
AA -2.2406780935484073e-14 0.04
AB -6.336709870741493e-14 0.02
AA -9.246686964394112e-15 0.08
AB -2.133208824469713e-14 0.06
AA -1.7134118110121428e-14 0.06
AA -5.708450072349805e-14 0.0
AB -7.057788620128301e-15 0.08
AB -5.803548413566333e-14 0.0
AA -9.106886884949333e-16 0.14
AB -7.238315660369564e-16 0.12
AA -1.8678263363062398e-15 0.12
AA -5.492843973227108e-16 0.16
AB -5.665632424501784e-16 0.16
AB -1.4905845053653472e-15 0.14
AA 2.2434146671316338e-15 0.1
AB 6.899628307200719e-17 0.18
AA -2.257036916461984e-16 0.18
AB -6.313158400980009e-17 0.22
AA -5.80450817043224e-17 0.22
AB -5.526776354147612e-15 0.1
AA -1.1124573359042301e-17 0.26
AA -2.3225695866332558e-17 0.24
AB -3.408287026523413e-17 0.24
AA -1.6052074806367616e-17 0.28
AB -1.7145779970733175e-17 0.28
AB -2.466617483081766e-17 0.26
AA -4.6590914751744423e-17 0.2
AA -1.0393920208123428e-17 0.3
AB -1.393153074512083e-16 0.2
