Domain I Vapp
AB -2.3180537444685972e-14 -0.02
AA -3.2411970980729304e-14 -0.02
AA -4.158663769768837e-14 -0.04
AB -3.877830043655063e-14 -0.06
AA -4.8796736227530916e-14 -0.06
AB -4.0311603557775055e-14 -0.04
AB -4.5548372746608816e-14 -0.08
AA -5.3891160542862486e-14 -0.08
AA -6.011206469126061e-14 -0.12
AB -5.472786148667131e-14 -0.12
AA -6.164864292281307e-14 -0.14
AB -5.770638467406763e-14 -0.14
AA -6.284420169713044e-14 -0.16
AA -6.370212532980806e-14 -0.18
AB -5.97227110407762e-14 -0.16
AA -5.729367184810815e-14 -0.1
AB -6.138096368203259e-14 -0.18
AB -5.080794727574339e-14 -0.1
AA -6.482288200923728e-14 -0.24
AA -6.46801967636081e-14 -0.22
AB -6.316860211080618e-14 -0.22
AB -6.416953748386726e-14 -0.26
AB -6.33778155005835e-14 -0.24
AA -6.504473183982957e-14 -0.26
AA -6.549279486910007e-14 -0.28
AA -6.399359686106104e-14 -0.2
AB -6.454180485515007e-14 -0.28
AB -6.778982460919401e-14 -0.2
AA -6.53857029586865e-14 -0.32
AB -6.547385880110073e-14 -0.32
AA -6.554833021595967e-14 -0.34
AB -6.520075386328255e-14 -0.34
AA -6.535115802788794e-14 -0.36
AB -6.533673225980895e-14 -0.38
AA -6.563615323615305e-14 -0.38
AB -6.531016285927412e-14 -0.36
AA -6.572435095907319e-14 -0.42
AA -6.538432277459822e-14 -0.3
AB -6.496974378563685e-14 -0.3
AA -6.57607402623114e-14 -0.44
AB -6.506511805062093e-14 -0.42
AB -6.567653719341166e-14 -0.44
AB -6.58423354900908e-14 -0.46
AA -6.575444852185866e-14 -0.48
AA -6.575352889459305e-14 -0.46
AB -6.574377942276568e-14 -0.48
AA -6.582942511804608e-14 -0.4
AB -6.564996548278502e-14 -0.4
AA -6.599924337245522e-14 -0.5
AB -6.596613007540446e-14 -0.5
AA -1.5829112590211545e-14 0.02
AB -1.1142057918655676e-14 0.02
AB -7.93408725728817e-15 0.04
AA -1.3661460496443895e-14 0.04
AA -4.49225557771131e-15 0.08
AA -4.1416697366509346e-15 0.06
AB -4.57673031376938e-15 0.06
AB -2.1335986579708886e-14 0.0
AA -3.373802040828607e-14 0.0
AB -1.966130407201487e-15 0.08
AA -4.3719109549306435e-16 0.14
AB -9.615634286706475e-16 0.12
AA -1.2495851987786094e-15 0.12
AB -1.9118224479748005e-16 0.16
AA 9.669897390993156e-17 0.16
AB -3.0012009711894066e-16 0.14
AA 3.1396777809687517e-18 0.18
AA -7.5195798476223285e-16 0.1
AB -1.361752622622815e-16 0.18
AB -1.5791156139338055e-15 0.1
AA -1.513387555367111e-17 0.22
AB -2.90211361401366e-17 0.22
AA -1.2077229839370434e-17 0.24
AB -1.574547767559049e-17 0.24
AA -9.460834961034365e-18 0.26
AB -6.4035720821760636e-18 0.28
AA -6.413926912912737e-18 0.28
AB -1.644730502290224e-18 0.26
AB -3.0356605039694615e-17 0.2
AA -5.02807895121985e-18 0.3
AA -5.581198240087358e-17 0.2
