Domain I Vapp
AA -9.237805895535845e-14 -0.02
AA -4.9308990339948556e-14 0.02
AB -8.669335288126407e-14 -0.02
AA -2.4300733113360526e-14 0.04
AA -1.1353768369374479e-13 -0.04
AB -3.997472684195501e-14 0.02
AB -1.0805780115793617e-13 -0.04
AB -2.7401676680900604e-14 0.04
AA -1.2847124218190577e-13 -0.06
AB -1.422854218797269e-14 0.06
AA -1.481352509301877e-14 0.06
AB -1.2368385722860953e-13 -0.06
AA -7.703574452312279e-15 0.08
AA -1.3868480046761906e-13 -0.08
AB -1.3491569218748935e-13 -0.08
AB -1.2882731363612435e-14 0.08
AA -6.711273899702383e-14 0.0
AB -6.28294339792807e-14 0.0
AA -2.786082139756856e-15 0.12
AA -1.5058614872847453e-13 -0.12
AB -1.4835765941672274e-13 -0.12
AB -2.2691538208809804e-15 0.12
AA -1.6788011387883581e-15 0.14
AA -1.5395980620722309e-13 -0.14
AA -1.5547621088687956e-13 -0.16
AB -1.0766249080495174e-15 0.14
AB -1.5257556067249605e-13 -0.14
AB -1.5475382276683023e-13 -0.16
AB -5.446270278882422e-17 0.16
AA -5.91878407255097e-16 0.16
AB -1.5776149745408121e-13 -0.18
AA -2.34963588655662e-16 0.18
AA -1.5849219673183408e-13 -0.18
AB -1.685038843782697e-16 0.18
AA -4.163228117758957e-15 0.1
AA -1.4584288565483207e-13 -0.1
AA -1.6090438706552561e-13 -0.22
AB -1.3506223541260232e-15 0.1
AB -1.426002298332608e-13 -0.1
AA -4.221843022275316e-17 0.22
AB -1.606176405312446e-13 -0.22
AB -5.408050154597551e-17 0.22
AA -1.6192528283473742e-13 -0.24
AB -1.6184714945192174e-13 -0.24
AA -3.8500025402971837e-17 0.24
AB -2.1916630312567343e-17 0.24
AA -1.6257385478601427e-13 -0.26
AA -1.0593210940634645e-17 0.26
AB -1.6239545422299295e-13 -0.26
AB -1.4999868994826936e-18 0.26
AA -1.6287928598803236e-13 -0.28
AA -1.355773098266517e-17 0.28
AB -1.6305687115063725e-13 -0.28
AB 1.319891354001351e-18 0.28
AA -1.6043808323402213e-13 -0.2
AA -9.506867377171368e-17 0.2
AB -1.5965927657284174e-13 -0.2
AB -8.355151193566118e-17 0.2
AA -1.6370109153954053e-13 -0.32
AB -1.6349410599112502e-13 -0.32
AB -1.639065912237792e-13 -0.34
AA -1.6380982052097583e-13 -0.34
AA -1.6473467277033374e-13 -0.36
AB -1.6416662064706478e-13 -0.38
AB -1.6405418719061752e-13 -0.36
AA -1.640019622759281e-13 -0.38
AA -1.6346306012525377e-13 -0.3
AB -1.6325039551424668e-13 -0.3
AA -1.420599651651594e-17 0.3
AB 2.797668152348863e-18 0.3
AA -1.6418653186033655e-13 -0.42
AB -1.6454205463495717e-13 -0.42
AA -1.644467601007766e-13 -0.46
AB -1.6437458156685168e-13 -0.44
AA -1.643835874528595e-13 -0.44
AB -1.6435818989774583e-13 -0.46
AB -1.6448195492173655e-13 -0.48
AA -1.6352226942796768e-13 -0.48
AA -1.6439840577790477e-13 -0.4
AB -1.6437432156645533e-13 -0.4
AA -1.6430928213978979e-13 -0.5
AB -1.642554309184147e-13 -0.5
