idx I Vapp Center(x) Center(y)
0 -6.401585012473388e-14 0.0 0.0 0.0
1 -6.411303280932378e-14 0.0 1.2767357918009477 -0.7371237530803071
2 -6.389440880733404e-14 0.0 2.5534715836018953 -1.4742475061606142
3 -6.412067434712402e-14 0.0 3.8302073754028427 -2.2113712592409214
4 -6.454523169573911e-14 0.0 5.106943167203791 -2.9484950123212283
5 -6.493810632281678e-14 0.0 6.383678959004738 -3.6856187654015358
6 -9.538443694911281e-14 0.0 7.6604147508056855 -4.422742518481843
7 -6.557513122750395e-14 0.0 8.937150542606634 -5.159866271562151
8 -6.574991763778737e-14 0.0 10.213886334407581 -5.896990024642457
9 -6.59792541546935e-14 0.0 11.49062212620853 -6.634113777722764
10 -6.685267745016997e-14 0.0 12.767357918009475 -7.3712375308030715
11 -6.728159371559469e-14 0.0 14.044093709810422 -8.108361283883378
12 -6.765728412858532e-14 0.0 15.320829501611371 -8.845485036963685
13 -6.76921642627478e-14 0.0 16.597565293412316 -9.582608790043992
14 -6.874289809161246e-14 0.0 17.87430108521327 -10.319732543124301
15 -6.833579577020805e-14 0.0 19.151036877014214 -11.056856296204607
16 -6.970436991910343e-14 0.0 20.427772668815162 -11.793980049284913
17 -6.96159732012482e-14 0.0 21.70450846061611 -12.531103802365221
18 -6.992566438868677e-14 0.0 22.98124425241706 -13.268227555445527
19 -6.998544108256191e-14 0.0 24.257980044218 -14.005351308525835
20 -7.038702955363922e-14 0.0 25.53471583601895 -14.742475061606143
21 -7.056742331046557e-14 0.0 26.8114516278199 -15.47959881468645
22 -7.035360122570679e-14 0.0 28.088187419620844 -16.216722567766755
23 -7.078704433383325e-14 0.0 29.364923211421797 -16.953846320847063
24 -7.091015547803352e-14 0.0 30.641659003222742 -17.69097007392737
25 -7.061378287672413e-14 0.0 31.91839479502369 -18.42809382700768
26 -7.077434485995888e-14 0.0 33.19513058682463 -19.165217580087983
27 -7.033078204000351e-14 0.0 34.471866378625585 -19.90234133316829
28 -7.014849945840193e-14 0.0 35.74860217042654 -20.639465086248602
29 -7.02468061365289e-14 0.0 37.025337962227475 -21.376588839328907
30 -6.968710445667573e-14 0.0 38.30207375402843 -22.113712592409215
31 -6.965231333218571e-14 0.0 39.57880954582937 -22.850836345489522
32 -6.921068426582012e-14 0.0 40.855545337630325 -23.587960098569827
33 -6.883146239269458e-14 0.0 42.13228112943127 -24.325083851650135
34 -6.850649483014046e-14 0.0 43.40901692123222 -25.062207604730443
35 -6.741636747787143e-14 0.0 44.68575271303316 -25.799331357810747
36 -6.699767938306123e-14 0.0 45.96248850483412 -26.536455110891055
37 -6.674845066728554e-14 0.0 47.239224296635065 -27.273578863971366
38 -6.682367929457932e-14 0.0 48.515960088436 -28.01070261705167
39 -6.613288193446848e-14 0.0 49.792695880236955 -28.74782637013198
40 -6.60671043690007e-14 0.0 51.0694316720379 -29.484950123212286
41 -6.532195711672642e-14 0.0 52.34616746383885 -30.22207387629259
42 -6.515695829596008e-14 0.0 53.6229032556398 -30.9591976293729
43 -6.453821917608311e-14 0.0 54.89963904744075 -31.696321382453206
44 -6.45285043708294e-14 0.0 56.17637483924169 -32.43344513553351
45 -6.385755557059278e-14 0.0 57.45311063104264 -33.17056888861382
46 -6.412756500376033e-14 0.0 58.72984642284359 -33.907692641694126
47 -6.390282695683616e-14 0.0 60.00658221464454 -34.64481639477443
48 -6.382228960361225e-14 0.0 1.2767357918009477 0.7371237530803071
49 -6.405855594306117e-14 0.0 2.5534715836018953 0.0
50 -6.406174564738837e-14 0.0 3.8302073754028427 -0.7371237530803071
51 -6.421896458626643e-14 0.0 5.106943167203791 -1.4742475061606144
52 -6.463211024632868e-14 0.0 6.383678959004738 -2.2113712592409214
53 -6.439270713124349e-14 0.0 7.6604147508056855 -2.948495012321229
54 -6.542246545486609e-14 0.0 8.937150542606632 -3.6856187654015358
55 -9.495213261581406e-14 0.0 10.213886334407581 -4.422742518481843
56 -6.60782838993433e-14 0.0 11.49062212620853 -5.159866271562149
57 -6.647067400889483e-14 0.0 12.767357918009477 -5.896990024642457
58 -6.689490785924965e-14 0.0 14.044093709810422 -6.634113777722764
59 -6.719974534875435e-14 0.0 15.320829501611371 -7.371237530803071
60 -6.773206063147557e-14 0.0 16.59756529341232 -8.108361283883378
